country,province,year,age,region,m,f,t
Norway,Rogaland,1876,3,,1487,1395,2882
Norway,Rogaland,1876,4,,1346,1322,2668
Norway,Rogaland,1876,5,,,,
Norway,Rogaland,1876,6,,,,
Norway,Rogaland,1876,7,,,,
Norway,Rogaland,1876,8,,,,
Norway,Rogaland,1876,9,,,,
Norway,Rogaland,1900,0,,1598,1555,3153
Norway,Rogaland,1900,1,,1491,1549,3040
Norway,Rogaland,1900,2,,1505,1465,2970
Norway,Rogaland,1900,3,,1469,1492,2961
Norway,Rogaland,1900,4,,1550,1426,2976
Norway,Rogaland,1900,5,,1542,1492,3034
Norway,Rogaland,1900,6,,1428,1418,2846
Norway,Rogaland,1900,7,,1450,1436,2886
Norway,Rogaland,1900,8,,1427,1361,2788
Norway,Rogaland,1900,9,,1436,1288,2724
Norway,Sogn og Fjordane,1865,0,,90,109,199
Norway,Sogn og Fjordane,1865,1,,1306,1231,2537
Norway,Sogn og Fjordane,1865,2,,1112,1105,2217
Norway,Sogn og Fjordane,1865,3,,1202,1114,2316
Norway,Sogn og Fjordane,1865,4,,1105,1099,2204
Norway,Sogn og Fjordane,1865,5,,1050,1073,2123
Norway,Sogn og Fjordane,1865,6,,1063,988,2051
Norway,Sogn og Fjordane,1865,7,,1008,959,1967
Norway,Sogn og Fjordane,1865,8,,1146,1034,2180
Norway,Sogn og Fjordane,1865,9,,1015,943,1958
Norway,Sogn og Fjordane,1876,0,,1233,1169,2402
Norway,Sogn og Fjordane,1876,1,,982,1038,2020
Norway,Sogn og Fjordane,1876,2,,1006,1048,2054
Norway,Sogn og Fjordane,1876,3,,1093,1040,2133
Norway,Sogn og Fjordane,1876,4,,1039,953,1992
Norway,Sogn og Fjordane,1876,5,,,,
Norway,Sogn og Fjordane,1876,6,,,,
Norway,Sogn og Fjordane,1876,7,,,,
Norway,Sogn og Fjordane,1876,8,,,,
Norway,Sogn og Fjordane,1876,9,,,,
Norway,Sogn og Fjordane,1900,0,,1027,993,2020
Norway,Sogn og Fjordane,1900,1,,1129,1059,2188
Norway,Sogn og Fjordane,1900,2,,1071,1042,2113
Norway,Sogn og Fjordane,1900,3,,1096,1095,2191
Norway,Sogn og Fjordane,1900,4,,1098,1077,2175
Norway,Sogn og Fjordane,1900,5,,1116,1117,2233
Norway,Sogn og Fjordane,1900,6,,1088,1047,2135
Norway,Sogn og Fjordane,1900,7,,1023,1003,2026
Norway,Sogn og Fjordane,1900,8,,1122,952,2074
Norway,Sogn og Fjordane,1900,9,,1071,1094,2165
Norway,Sør-Trøndelag,1865,0,,86,94,180
Norway,Sør-Trøndelag,1865,1,,1414,1310,2724
Norway,Sør-Trøndelag,1865,2,,1318,1296,2614
Norway,Sør-Trøndelag,1865,3,,1412,1337,2749
Norway,Sør-Trøndelag,1865,4,,1272,1274,2546
Norway,Sør-Trøndelag,1865,5,,1170,1222,2392
Norway,Sør-Trøndelag,1865,6,,1222,1193,2415
Norway,Sør-Trøndelag,1865,7,,1267,1170,2437
Norway,Sør-Trøndelag,1865,8,,1103,1108,2211
Norway,Sør-Trøndelag,1865,9,,1013,1013,2026
Norway,Sør-Trøndelag,1876,0,,1628,1508,3136
Norway,Sør-Trøndelag,1876,1,,1379,1282,2661
Norway,Sør-Trøndelag,1876,2,,1309,1345,2654
Norway,Sør-Trøndelag,1876,3,,1284,1253,2537
Norway,Sør-Trøndelag,1876,4,,1310,1249,2559
Norway,Sør-Trøndelag,1876,5,,,,
Norway,Sør-Trøndelag,1876,6,,,,
Norway,Sør-Trøndelag,1876,7,,,,
Norway,Sør-Trøndelag,1876,8,,,,
Norway,Sør-Trøndelag,1876,9,,,,
Norway,Sør-Trøndelag,1900,0,,1707,1599,3306
Norway,Sør-Trøndelag,1900,1,,1682,1528,3210
Norway,Sør-Trøndelag,1900,2,,1757,1679,3436
Norway,Sør-Trøndelag,1900,3,,1534,1559,3093
Norway,Sør-Trøndelag,1900,4,,1633,1546,3179
Norway,Sør-Trøndelag,1900,5,,1560,1465,3025
Norway,Sør-Trøndelag,1900,6,,1501,1411,2912
Norway,Sør-Trøndelag,1900,7,,1530,1440,2970
Norway,Sør-Trøndelag,1900,8,,1474,1338,2812
Norway,Sør-Trøndelag,1900,9,,1427,1430,2857
Norway,Telemark,1865,0,,57,50,107
Norway,Telemark,1865,1,,1214,1281,2495
Norway,Telemark,1865,2,,1191,1082,2273
Norway,Telemark,1865,3,,1101,1051,2152
Norway,Telemark,1865,4,,1077,1010,2087
Norway,Telemark,1865,5,,898,876,1774
Norway,Telemark,1865,6,,1022,1057,2079
Norway,Telemark,1865,7,,1069,1045,2114
Norway,Telemark,1865,8,,1032,1032,2064
Norway,Telemark,1865,9,,1029,932,1961
Norway,Telemark,1876,0,,1268,1248,2516
Norway,Telemark,1876,1,,1075,1008,2083
Norway,Telemark,1876,2,,990,996,1986
Norway,Telemark,1876,3,,1006,1053,2059
Norway,Telemark,1876,4,,927,956,1883
Norway,Telemark,1876,5,,,,
Norway,Telemark,1876,6,,,,
Norway,Telemark,1876,7,,,,
Norway,Telemark,1876,8,,,,
Norway,Telemark,1876,9,,,,
Norway,Telemark,1900,0,,1181,1167,2348
Norway,Telemark,1900,1,,1249,1195,2444
Norway,Telemark,1900,2,,1241,1213,2454
Norway,Telemark,1900,3,,1256,1194,2450
Norway,Telemark,1900,4,,1228,1193,2421
Norway,Telemark,1900,5,,1210,1186,2396
Norway,Telemark,1900,6,,1102,1156,2258
Norway,Telemark,1900,7,,1242,1111,2353
Norway,Telemark,1900,8,,1144,1018,2162
Norway,Telemark,1900,9,,1179,1179,2358
Norway,Troms,1865,0,,124,142,266
Norway,Troms,1865,1,,816,799,1615
Norway,Troms,1865,2,,771,721,1492
Norway,Troms,1865,3,,688,635,1323
Norway,Troms,1865,4,,657,648,1305
Norway,Troms,1865,5,,624,613,1237
Norway,Troms,1865,6,,563,560,1123
Norway,Troms,1865,7,,528,558,1086
Norway,Troms,1865,8,,610,525,1135
Norway,Troms,1865,9,,499,452,951
Norway,Troms,1876,0,,861,881,1742
Norway,Troms,1876,1,,746,702,1448
Norway,Troms,1876,2,,759,696,1455
Norway,Troms,1876,3,,730,734,1464
Norway,Troms,1876,4,,710,693,1403
Norway,Troms,1876,5,,,,
Norway,Troms,1876,6,,,,
Norway,Troms,1876,7,,,,
Norway,Troms,1876,8,,,,
Norway,Troms,1876,9,,,,
Norway,Troms,1900,0,,1084,1044,2128
Norway,Troms,1900,1,,1050,1037,2087
Norway,Troms,1900,2,,1064,1058,2122
Norway,Troms,1900,3,,1095,1028,2123
Norway,Troms,1900,4,,1059,1007,2066
Norway,Troms,1900,5,,1023,948,1971
Norway,Troms,1900,6,,1019,922,1941
Norway,Troms,1900,7,,973,904,1877
Norway,Troms,1900,8,,934,913,1847
Norway,Troms,1900,9,,1006,958,1964
Norway,Vest-Agder,1865,0,,41,51,92
Norway,Vest-Agder,1865,1,,1151,1093,2244
Norway,Vest-Agder,1865,2,,1008,1006,2014
Norway,Vest-Agder,1865,3,,965,909,1874
Norway,Vest-Agder,1865,4,,931,905,1836
Norway,Vest-Agder,1865,5,,825,768,1593
Norway,Vest-Agder,1865,6,,927,886,1813
Norway,Vest-Agder,1865,7,,939,897,1836
Norway,Vest-Agder,1865,8,,879,870,1749
Norway,Vest-Agder,1865,9,,915,877,1792
Norway,Vest-Agder,1876,0,,1124,1061,2185
Norway,Vest-Agder,1876,1,,875,893,1768
Norway,Vest-Agder,1876,2,,833,819,1652
Norway,Vest-Agder,1876,3,,867,830,1697
Norway,Vest-Agder,1876,4,,847,816,1663
Norway,Vest-Agder,1876,5,,,,
Norway,Vest-Agder,1876,6,,,,
Norway,Vest-Agder,1876,7,,,,
Norway,Vest-Agder,1876,8,,,,
Norway,Vest-Agder,1876,9,,,,
Norway,Vest-Agder,1900,0,,882,845,1727
Norway,Vest-Agder,1900,1,,968,945,1913
Norway,Vest-Agder,1900,2,,921,952,1873
Norway,Vest-Agder,1900,3,,999,979,1978
Norway,Vest-Agder,1900,4,,947,946,1893
Norway,Vest-Agder,1900,5,,1057,966,2023
Norway,Vest-Agder,1900,6,,946,908,1854
Norway,Vest-Agder,1900,7,,937,923,1860
Norway,Vest-Agder,1900,8,,972,860,1832
Norway,Vest-Agder,1900,9,,882,886,1768
Norway,Vestfold,1865,0,,294,319,613
Norway,Vestfold,1865,1,,1370,1345,2715
Norway,Vestfold,1865,2,,1271,1221,2492
Norway,Vestfold,1865,3,,1136,1143,2279
Norway,Vestfold,1865,4,,1087,1163,2250
Norway,Vestfold,1865,5,,988,937,1925
Norway,Vestfold,1865,6,,1110,1094,2204
Norway,Vestfold,1865,7,,1145,1062,2207
Norway,Vestfold,1865,8,,1044,1048,2092
Norway,Vestfold,1865,9,,1054,1026,2080
Norway,Vestfold,1876,0,,1323,1357,2680
Norway,Vestfold,1876,1,,1071,1035,2106
Norway,Vestfold,1876,2,,1047,1022,2069
Norway,Vestfold,1876,3,,1037,1070,2107
Norway,Vestfold,1876,4,,996,988,1984
Norway,Vestfold,1876,5,,,,
Norway,Vestfold,1876,6,,,,
Norway,Vestfold,1876,7,,,,
Norway,Vestfold,1876,8,,,,
Norway,Vestfold,1876,9,,,,
Norway,Vestfold,1900,0,,1273,1239,2512
Norway,Vestfold,1900,1,,1252,1256,2508
Norway,Vestfold,1900,2,,1266,1185,2451
Norway,Vestfold,1900,3,,1304,1207,2511
Norway,Vestfold,1900,4,,1253,1280,2533
Norway,Vestfold,1900,5,,1280,1224,2504
Norway,Vestfold,1900,6,,1206,1189,2395
Norway,Vestfold,1900,7,,1355,1239,2594
Norway,Vestfold,1900,8,,1218,1166,2384
Norway,Vestfold,1900,9,,1279,1198,2477
Norway,Ãstfold,1865,0,,16,34,50
Norway,Ãstfold,1865,1,,1688,1706,3394
Norway,Ãstfold,1865,2,,1504,1487,2991
Norway,Ãstfold,1865,3,,1468,1469,2937
Norway,Ãstfold,1865,4,,1345,1342,2687
Norway,Ãstfold,1865,5,,1256,1213,2469
Norway,Ãstfold,1865,6,,1377,1358,2735
Norway,Ãstfold,1865,7,,1354,1347,2701
Norway,Ãstfold,1865,8,,1366,1272,2638
Norway,Ãstfold,1865,9,,1318,1221,2539
Norway,Ãstfold,1876,0,,1692,1652,3344
Norway,Ãstfold,1876,1,,1383,1334,2717
Norway,Ãstfold,1876,2,,1317,1318,2635
Norway,Ãstfold,1876,3,,1376,1211,2587
Norway,Ãstfold,1876,4,,1268,1253,2521
Norway,Ãstfold,1876,5,,,,
Norway,Ãstfold,1876,6,,,,
Norway,Ãstfold,1876,7,,,,
Norway,Ãstfold,1876,8,,,,
Norway,Ãstfold,1876,9,,,,
Norway,Ãstfold,1900,0,,1932,1787,3719
Norway,Ãstfold,1900,1,,1902,1787,3689
Norway,Ãstfold,1900,2,,1885,1837,3722
Norway,Ãstfold,1900,3,,1841,1847,3688
Norway,Ãstfold,1900,4,,1842,1737,3579
Norway,Ãstfold,1900,5,,1789,1766,3555
Norway,Ãstfold,1900,6,,1738,1684,3422
Norway,Ãstfold,1900,7,,1803,1772,3575
Norway,Ãstfold,1900,8,,1613,1546,3159
Norway,Ãstfold,1900,9,,1679,1621,3300
Oesterreich,Adelsberg,1880,0,Krain,671,677,1348
Oesterreich,Adelsberg,1880,1,Krain,577,566,1143
Oesterreich,Adelsberg,1880,2,Krain,570,500,1070
Oesterreich,Adelsberg,1880,3,Krain,513,487,1000
Oesterreich,Adelsberg,1880,4,Krain,549,542,1091
Oesterreich,Adelsberg,1880,5,Krain,513,483,996
Oesterreich,Adelsberg,1880,6,Krain,496,457,953
Oesterreich,Adelsberg,1880,7,Krain,499,439,938
Oesterreich,Adelsberg,1880,8,Krain,372,402,774
Oesterreich,Adelsberg,1880,9,Krain,445,385,830
Oesterreich,Ampezzo,1880,0,Tirol und Vorarlberg,92,102,194
Oesterreich,Ampezzo,1880,1,Tirol und Vorarlberg,93,85,178
Oesterreich,Ampezzo,1880,2,Tirol und Vorarlberg,83,91,174
Oesterreich,Ampezzo,1880,3,Tirol und Vorarlberg,85,84,169
Oesterreich,Ampezzo,1880,4,Tirol und Vorarlberg,88,70,158
Oesterreich,Ampezzo,1880,5,Tirol und Vorarlberg,63,79,142
Oesterreich,Ampezzo,1880,6,Tirol und Vorarlberg,72,72,144
Oesterreich,Ampezzo,1880,7,Tirol und Vorarlberg,59,62,121
Oesterreich,Ampezzo,1880,8,Tirol und Vorarlberg,64,68,132
Oesterreich,Ampezzo,1880,9,Tirol und Vorarlberg,54,83,137
Oesterreich,Amstetten,1880,0,Nieder-Oesterreich,930,1036,1966
Oesterreich,Amstetten,1880,1,Nieder-Oesterreich,888,898,1786
Oesterreich,Amstetten,1880,2,Nieder-Oesterreich,857,884,1741
Oesterreich,Amstetten,1880,3,Nieder-Oesterreich,844,881,1725
Oesterreich,Amstetten,1880,4,Nieder-Oesterreich,866,923,1789
Oesterreich,Amstetten,1880,5,Nieder-Oesterreich,849,881,1730
Oesterreich,Amstetten,1880,6,Nieder-Oesterreich,829,864,1693
Oesterreich,Amstetten,1880,7,Nieder-Oesterreich,778,825,1603
Oesterreich,Amstetten,1880,8,Nieder-Oesterreich,810,767,1577
Oesterreich,Amstetten,1880,9,Nieder-Oesterreich,757,764,1521
Oesterreich,Asch,1880,0,Böhmen,476,480,956
Oesterreich,Asch,1880,1,Böhmen,467,429,896
Oesterreich,Asch,1880,2,Böhmen,474,442,916
Oesterreich,Asch,1880,3,Böhmen,393,431,824
Oesterreich,Asch,1880,4,Böhmen,425,405,830
Oesterreich,Asch,1880,5,Böhmen,364,405,769
Oesterreich,Asch,1880,6,Böhmen,430,377,807
Oesterreich,Asch,1880,7,Böhmen,435,381,816
Oesterreich,Asch,1880,8,Böhmen,353,376,729
Oesterreich,Asch,1880,9,Böhmen,332,323,655
Oesterreich,Auspitz,1880,0,Mähren,1165,1161,2326
Oesterreich,Auspitz,1880,1,Mähren,1036,993,2029
Oesterreich,Auspitz,1880,2,Mähren,952,1007,1959
Oesterreich,Auspitz,1880,3,Mähren,934,925,1859
Oesterreich,Auspitz,1880,4,Mähren,875,881,1756
Oesterreich,Auspitz,1880,5,Mähren,855,869,1724
Oesterreich,Auspitz,1880,6,Mähren,900,862,1762
Oesterreich,Auspitz,1880,7,Mähren,924,792,1716
Oesterreich,Auspitz,1880,8,Mähren,797,811,1608
Oesterreich,Auspitz,1880,9,Mähren,749,754,1503
Oesterreich,Aussig,1880,0,Böhmen,928,918,1846
Oesterreich,Aussig,1880,1,Böhmen,802,766,1568
Oesterreich,Aussig,1880,2,Böhmen,781,777,1558
Oesterreich,Aussig,1880,3,Böhmen,732,765,1497
Oesterreich,Aussig,1880,4,Böhmen,721,718,1439
Oesterreich,Aussig,1880,5,Böhmen,746,718,1464
Oesterreich,Aussig,1880,6,Böhmen,751,785,1536
Oesterreich,Aussig,1880,7,Böhmen,687,694,1381
Oesterreich,Aussig,1880,8,Böhmen,627,618,1245
Oesterreich,Aussig,1880,9,Böhmen,641,599,1240
Oesterreich,Baden,1880,0,Nieder-Oesterreich,1282,1214,2496
Oesterreich,Baden,1880,1,Nieder-Oesterreich,1080,1066,2146
Oesterreich,Baden,1880,2,Nieder-Oesterreich,1012,1052,2064
Oesterreich,Baden,1880,3,Nieder-Oesterreich,1010,1025,2035
Oesterreich,Baden,1880,4,Nieder-Oesterreich,978,962,1940
Oesterreich,Baden,1880,5,Nieder-Oesterreich,874,954,1828
Oesterreich,Baden,1880,6,Nieder-Oesterreich,969,918,1887
Oesterreich,Baden,1880,7,Nieder-Oesterreich,853,885,1738
Oesterreich,Baden,1880,8,Nieder-Oesterreich,832,828,1660
Oesterreich,Baden,1880,9,Nieder-Oesterreich,739,804,1543
Oesterreich,Beneschau,1880,0,Böhmen,1185,1129,2314
Oesterreich,Beneschau,1880,1,Böhmen,1028,1038,2066
Oesterreich,Beneschau,1880,2,Böhmen,1059,1011,2070
Oesterreich,Beneschau,1880,3,Böhmen,954,982,1936
Oesterreich,Beneschau,1880,4,Böhmen,923,954,1877
Oesterreich,Beneschau,1880,5,Böhmen,881,863,1744
Oesterreich,Beneschau,1880,6,Böhmen,876,839,1715
Oesterreich,Beneschau,1880,7,Böhmen,843,786,1629
Oesterreich,Beneschau,1880,8,Böhmen,793,801,1594
Oesterreich,Beneschau,1880,9,Böhmen,822,731,1553
Oesterreich,Benkovac,1880,0,Dalmatien,522,470,992
Oesterreich,Benkovac,1880,1,Dalmatien,469,446,915
Oesterreich,Benkovac,1880,2,Dalmatien,519,468,987
Oesterreich,Benkovac,1880,3,Dalmatien,477,485,962
Oesterreich,Benkovac,1880,4,Dalmatien,539,491,1030
Oesterreich,Benkovac,1880,5,Dalmatien,400,380,780
Oesterreich,Benkovac,1880,6,Dalmatien,302,314,616
Oesterreich,Benkovac,1880,7,Dalmatien,366,302,668
Oesterreich,Benkovac,1880,8,Dalmatien,356,321,677
Oesterreich,Benkovac,1880,9,Dalmatien,327,296,623
Oesterreich,Biala,1880,0,Galizien,1353,1399,2752
Oesterreich,Biala,1880,1,Galizien,1228,1202,2430
Oesterreich,Biala,1880,2,Galizien,1268,1188,2456
Oesterreich,Biala,1880,3,Galizien,1157,1159,2316
Oesterreich,Biala,1880,4,Galizien,1104,1151,2255
Oesterreich,Biala,1880,5,Galizien,1055,1119,2174
Oesterreich,Biala,1880,6,Galizien,1043,1079,2122
Oesterreich,Biala,1880,7,Galizien,1045,1046,2091
Oesterreich,Biala,1880,8,Galizien,1008,1042,2050
Oesterreich,Biala,1880,9,Galizien,1023,913,1936
Oesterreich,Bielitz,1880,0,Schlesien,1261,1303,2564
Oesterreich,Bielitz,1880,1,Schlesien,1131,1148,2279
Oesterreich,Bielitz,1880,2,Schlesien,967,1020,1987
Oesterreich,Bielitz,1880,3,Schlesien,994,1039,2033
Oesterreich,Bielitz,1880,4,Schlesien,933,1022,1955
Oesterreich,Bielitz,1880,5,Schlesien,944,1015,1959
Oesterreich,Bielitz,1880,6,Schlesien,947,959,1906
Oesterreich,Bielitz,1880,7,Schlesien,955,979,1934
Oesterreich,Bielitz,1880,8,Schlesien,914,935,1849
Oesterreich,Bielitz,1880,9,Schlesien,917,906,1823
Oesterreich,Bischofteinitz,1880,0,Böhmen,713,727,1440
Oesterreich,Bischofteinitz,1880,1,Böhmen,622,649,1271
Oesterreich,Bischofteinitz,1880,2,Böhmen,632,667,1299
Oesterreich,Bischofteinitz,1880,3,Böhmen,552,625,1177
Oesterreich,Bischofteinitz,1880,4,Böhmen,543,630,1173
Oesterreich,Bischofteinitz,1880,5,Böhmen,587,628,1215
Oesterreich,Bischofteinitz,1880,6,Böhmen,537,552,1089
Oesterreich,Bischofteinitz,1880,7,Böhmen,498,589,1087
Oesterreich,Bischofteinitz,1880,8,Böhmen,475,542,1017
Oesterreich,Bischofteinitz,1880,9,Böhmen,492,528,1020
Oesterreich,Blatna,1880,0,Böhmen,837,893,1730
Oesterreich,Blatna,1880,1,Böhmen,714,721,1435
Oesterreich,Blatna,1880,2,Böhmen,755,736,1491
Oesterreich,Blatna,1880,3,Böhmen,713,721,1434
Oesterreich,Blatna,1880,4,Böhmen,663,722,1385
Oesterreich,Blatna,1880,5,Böhmen,644,670,1314
Oesterreich,Blatna,1880,6,Böhmen,697,670,1367
Oesterreich,Blatna,1880,7,Böhmen,669,578,1247
Oesterreich,Blatna,1880,8,Böhmen,638,583,1221
Oesterreich,Blatna,1880,9,Böhmen,606,522,1128
Oesterreich,Bludenz,1880,0,Tirol und Vorarlberg,284,240,524
Oesterreich,Bludenz,1880,1,Tirol und Vorarlberg,233,292,525
Oesterreich,Bludenz,1880,2,Tirol und Vorarlberg,258,275,533
Oesterreich,Bludenz,1880,3,Tirol und Vorarlberg,255,268,523
Oesterreich,Bludenz,1880,4,Tirol und Vorarlberg,247,240,487
Oesterreich,Bludenz,1880,5,Tirol und Vorarlberg,261,239,500
Oesterreich,Bludenz,1880,6,Tirol und Vorarlberg,228,227,455
Oesterreich,Bludenz,1880,7,Tirol und Vorarlberg,199,207,406
Oesterreich,Bludenz,1880,8,Tirol und Vorarlberg,219,205,424
Oesterreich,Bludenz,1880,9,Tirol und Vorarlberg,208,200,408
Oesterreich,Bochnia,1880,0,Galizien,1499,1490,2989
Oesterreich,Bochnia,1880,1,Galizien,1501,1480,2981
Oesterreich,Bochnia,1880,2,Galizien,1411,1349,2760
Oesterreich,Bochnia,1880,3,Galizien,1240,1284,2524
Oesterreich,Bochnia,1880,4,Galizien,1253,1297,2550
Oesterreich,Bochnia,1880,5,Galizien,1068,1313,2381
Oesterreich,Bochnia,1880,6,Galizien,1058,1111,2169
Oesterreich,Bochnia,1880,7,Galizien,1100,1134,2234
Oesterreich,Bochnia,1880,8,Galizien,1015,1132,2147
Oesterreich,Bochnia,1880,9,Galizien,998,964,1962
Oesterreich,Bohorodczany,1880,0,Galizien,979,1009,1988
Oesterreich,Bohorodczany,1880,1,Galizien,766,840,1606
Oesterreich,Bohorodczany,1880,2,Galizien,861,805,1666
Oesterreich,Bohorodczany,1880,3,Galizien,682,662,1344
Oesterreich,Bohorodczany,1880,4,Galizien,638,673,1311
Oesterreich,Bohorodczany,1880,5,Galizien,628,625,1253
Oesterreich,Bohorodczany,1880,6,Galizien,655,574,1229
Oesterreich,Bohorodczany,1880,7,Galizien,485,537,1022
Oesterreich,Bohorodczany,1880,8,Galizien,439,413,852
Oesterreich,Bohorodczany,1880,9,Galizien,426,392,818
Oesterreich,Borgo,1880,0,Tirol und Vorarlberg,596,566,1162
Oesterreich,Borgo,1880,1,Tirol und Vorarlberg,515,550,1065
Oesterreich,Borgo,1880,2,Tirol und Vorarlberg,601,537,1138
Oesterreich,Borgo,1880,3,Tirol und Vorarlberg,576,531,1107
Oesterreich,Borgo,1880,4,Tirol und Vorarlberg,557,515,1072
Oesterreich,Borgo,1880,5,Tirol und Vorarlberg,543,475,1018
Oesterreich,Borgo,1880,6,Tirol und Vorarlberg,480,441,921
Oesterreich,Borgo,1880,7,Tirol und Vorarlberg,407,415,822
Oesterreich,Borgo,1880,8,Tirol und Vorarlberg,458,448,906
Oesterreich,Borgo,1880,9,Tirol und Vorarlberg,454,496,950
Oesterreich,Borszczów,1880,0,Galizien,1997,2067,4064
Oesterreich,Borszczów,1880,1,Galizien,1423,1526,2949
Oesterreich,Borszczów,1880,2,Galizien,1370,1345,2715
Oesterreich,Borszczów,1880,3,Galizien,1345,1392,2737
Oesterreich,Borszczów,1880,4,Galizien,1326,1335,2661
Oesterreich,Borszczów,1880,5,Galizien,1257,1259,2516
Oesterreich,Borszczów,1880,6,Galizien,1232,1252,2484
Oesterreich,Borszczów,1880,7,Galizien,1140,1081,2221
Oesterreich,Borszczów,1880,8,Galizien,1086,1089,2175
Oesterreich,Borszczów,1880,9,Galizien,992,899,1891
Oesterreich,Boskowitz,1880,0,Mähren,1228,1182,2410
Oesterreich,Boskowitz,1880,1,Mähren,1094,1068,2162
Oesterreich,Boskowitz,1880,2,Mähren,1047,1063,2110
Oesterreich,Boskowitz,1880,3,Mähren,989,966,1955
Oesterreich,Boskowitz,1880,4,Mähren,1054,979,2033
Oesterreich,Boskowitz,1880,5,Mähren,991,966,1957
Oesterreich,Boskowitz,1880,6,Mähren,1057,1012,2069
Oesterreich,Boskowitz,1880,7,Mähren,969,1008,1977
Oesterreich,Boskowitz,1880,8,Mähren,946,941,1887
Oesterreich,Boskowitz,1880,9,Mähren,887,960,1847
Oesterreich,Bozen,1880,0,Tirol und Vorarlberg,900,876,1776
Oesterreich,Bozen,1880,1,Tirol und Vorarlberg,789,779,1568
Oesterreich,Bozen,1880,2,Tirol und Vorarlberg,827,764,1591
Oesterreich,Bozen,1880,3,Tirol und Vorarlberg,783,761,1544
Oesterreich,Bozen,1880,4,Tirol und Vorarlberg,783,768,1551
Oesterreich,Bozen,1880,5,Tirol und Vorarlberg,717,661,1378
Oesterreich,Bozen,1880,6,Tirol und Vorarlberg,618,642,1260
Oesterreich,Bozen,1880,7,Tirol und Vorarlberg,601,627,1228
Oesterreich,Bozen,1880,8,Tirol und Vorarlberg,634,629,1263
Oesterreich,Bozen,1880,9,Tirol und Vorarlberg,597,623,1220
Oesterreich,Braunau,1880,0,Ober-Oesterreich,758,731,1489
Oesterreich,Braunau,1880,1,Ober-Oesterreich,571,606,1177
Oesterreich,Braunau,1880,2,Ober-Oesterreich,532,664,1196
Oesterreich,Braunau,1880,3,Ober-Oesterreich,592,631,1223
Oesterreich,Braunau,1880,4,Ober-Oesterreich,588,602,1190
Oesterreich,Braunau,1880,5,Ober-Oesterreich,541,562,1103
Oesterreich,Braunau,1880,6,Ober-Oesterreich,538,553,1091
Oesterreich,Braunau,1880,7,Ober-Oesterreich,530,554,1084
Oesterreich,Braunau,1880,8,Ober-Oesterreich,552,528,1080
Oesterreich,Braunau,1880,9,Ober-Oesterreich,458,497,955
Oesterreich,Braunau_Bohmen,1880,0,Böhmen,721,739,1460
Oesterreich,Braunau_Bohmen,1880,1,Böhmen,585,659,1244
Oesterreich,Braunau_Bohmen,1880,2,Böhmen,588,608,1196
Oesterreich,Braunau_Bohmen,1880,3,Böhmen,674,611,1285
Oesterreich,Braunau_Bohmen,1880,4,Böhmen,605,624,1229
Oesterreich,Braunau_Bohmen,1880,5,Böhmen,585,640,1225
Oesterreich,Braunau_Bohmen,1880,6,Böhmen,676,638,1314
Oesterreich,Braunau_Bohmen,1880,7,Böhmen,656,639,1295
Oesterreich,Braunau_Bohmen,1880,8,Böhmen,580,603,1183
Oesterreich,Braunau_Bohmen,1880,9,Böhmen,572,494,1066
Oesterreich,Bregenz,1880,0,Tirol und Vorarlberg,429,473,902
Oesterreich,Bregenz,1880,1,Tirol und Vorarlberg,372,405,777
Oesterreich,Bregenz,1880,2,Tirol und Vorarlberg,428,434,862
Oesterreich,Bregenz,1880,3,Tirol und Vorarlberg,405,367,772
Oesterreich,Bregenz,1880,4,Tirol und Vorarlberg,432,444,876
Oesterreich,Bregenz,1880,5,Tirol und Vorarlberg,418,428,846
Oesterreich,Bregenz,1880,6,Tirol und Vorarlberg,428,365,793
Oesterreich,Bregenz,1880,7,Tirol und Vorarlberg,356,356,712
Oesterreich,Bregenz,1880,8,Tirol und Vorarlberg,366,346,712
Oesterreich,Bregenz,1880,9,Tirol und Vorarlberg,350,356,706
Oesterreich,Brixen,1880,0,Tirol und Vorarlberg,338,344,682
Oesterreich,Brixen,1880,1,Tirol und Vorarlberg,256,274,530
